,S,Qu,I,D,I+D,H,R,QR,E,tot,total,cost
4398046511104.0,"[98.78582924 98.71210016 98.63884925 98.56607045 98.49375325 98.42188518
 98.35045274 98.2794419  98.22665862 98.17511014 98.12475593 98.07555684
 98.02747507 97.98047424 97.9345193  97.88555443 97.83742983 97.79012373
 97.74361523 97.69788425 97.6529115  97.60867842 97.5619532  97.51595628
 97.47067021 97.42607775 97.38216187 97.33890574 97.29629273 97.26055976
 97.22568798 97.19165469 97.15843786 97.12601609 97.09436859 97.06347517
 97.03323217 97.00372843 96.97494153 96.94684976 96.91943211 96.89266823
 96.8665384  96.8397802  96.81357667 96.78791319 96.76277553 96.73814984
 96.71402264 96.69038079 96.66629024 96.64261368 96.61933923 96.59645534
 96.57395082 96.55181479 96.53003666 96.5098242  96.49003098 96.4706456
 96.45165698 96.43305441 96.41482749 96.39696613 96.37684038 96.35685971
 96.33700863 96.31727092 96.2976295  96.27806641 96.2585626  96.24278116
 96.22729794 96.21210076 96.19717771 96.18251717 96.16810773 96.15393824
 96.13634732 96.11881734 96.10134606 96.0839313  96.0665709  96.04926279
 96.03200491 96.00946126 95.98641413 95.96284608 95.93873881 95.91407312
 95.88882884 95.8629848  95.84037445 95.81762784 95.79473816 95.77169833
 95.74850108 95.72513885 95.70160381 95.67994328 95.65830551 95.63668439
 95.61507359 95.59346654 95.57185642 95.55023614]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.91832918 0.90828605 0.89845434 0.88890388 0.87965905 0.87072808
 0.86211161 0.85380631 0.82744477 0.8022352  0.77812149 0.75504913
 0.73296573 0.71182122 0.69156789 0.67600821 0.66104685 0.64665206
 0.6327938  0.61944375 0.60657518 0.59416292 0.58395809 0.57399363
 0.56426514 0.55476826 0.54549876 0.5364525  0.52762544 0.51362315
 0.50007055 0.48694911 0.47424128 0.4619304  0.45000067 0.43843711
 0.42682826 0.41558748 0.40470243 0.39416114 0.38395208 0.3740641
 0.36448644 0.35643653 0.34860057 0.3409728  0.33354763 0.32631962
 0.31928347 0.31243401 0.30626185 0.30027327 0.2944625  0.28882393
 0.28335219 0.27804206 0.27288851 0.26627074 0.25988045 0.25370716
 0.24774101 0.24197272 0.23639357 0.23099533 0.22814604 0.22543031
 0.22285027 0.22040856 0.21810837 0.21595343 0.21394812 0.20852285
 0.20333314 0.19836828 0.19361831 0.18907391 0.18472643 0.1805678
 0.17952633 0.17852723 0.17756842 0.176648   0.17576418 0.17491533
 0.17409993 0.1776684  0.18134598 0.18513759 0.18904844 0.19308401
 0.1972501  0.20155285 0.2022897  0.20307912 0.20392216 0.20481993
 0.20577366 0.20678467 0.2078544  0.20714264 0.20647497 0.20585249
 0.20527638 0.20474789 0.20426835 0.20383917]","[0.02553568 0.04054356 0.0545251  0.06747361 0.07942766 0.09043946
 0.10056553 0.10986289 0.11974355 0.12842718 0.13601252 0.1425924
 0.14825349 0.15307641 0.15713595 0.16041123 0.16313503 0.16535702
 0.16712307 0.16847542 0.16945299 0.17009154 0.17167554 0.17292073
 0.17385532 0.17450556 0.17489585 0.17504891 0.17498582 0.17423756
 0.17324049 0.17202107 0.1706036  0.1690104  0.1672619  0.16537687
 0.1638272  0.16211796 0.16026857 0.15829683 0.15621905 0.1540502
 0.15180394 0.14945175 0.14707967 0.14469397 0.14230031 0.13990386
 0.13750932 0.13512094 0.13312137 0.13111151 0.12909648 0.12708089
 0.12506892 0.12306434 0.12107053 0.11956871 0.11800299 0.11638345
 0.11471926 0.11301871 0.11128929 0.10953778 0.10787845 0.10626117
 0.10468629 0.10315423 0.10166544 0.10022044 0.09881981 0.097555
 0.09623429 0.09486757 0.09346382 0.09203114 0.09057683 0.0891075
 0.08815504 0.08724117 0.08636444 0.08552343 0.08471678 0.08394317
 0.08320132 0.08320399 0.08333034 0.08357577 0.08393619 0.08440803
 0.08498819 0.08567402 0.086537   0.08736556 0.08816395 0.08893616
 0.08968595 0.0904169  0.09113238 0.09171604 0.09224202 0.09271604
 0.09314347 0.09352938 0.09387856 0.09419553]","[0.94386486 0.94882961 0.95297944 0.95637749 0.95908671 0.96116753
 0.96267713 0.9636692  0.94718832 0.93066238 0.91413401 0.89764153
 0.88121922 0.86489763 0.84870384 0.83641944 0.82418188 0.81200908
 0.79991687 0.78791917 0.77602817 0.76425447 0.75563363 0.74691437
 0.73812046 0.72927382 0.72039462 0.71150141 0.70261125 0.68786071
 0.67331104 0.65897018 0.64484488 0.63094079 0.61726258 0.60381398
 0.59065546 0.57770545 0.564971   0.55245796 0.54017113 0.5281143
 0.51629039 0.50588828 0.49568024 0.48566676 0.47584794 0.46622349
 0.4567928  0.44755496 0.43938322 0.43138478 0.42355897 0.41590482
 0.40842111 0.4011064  0.39395904 0.38583945 0.37788344 0.37009061
 0.36246027 0.35499143 0.34768286 0.3405331  0.3360245  0.33169148
 0.32753656 0.32356279 0.31977381 0.31617387 0.31276793 0.30607786
 0.29956743 0.29323585 0.28708213 0.28110505 0.27530327 0.2696753
 0.26768137 0.2657684  0.26393286 0.26217143 0.26048096 0.2588585
 0.25730125 0.26087239 0.26467632 0.26871336 0.27298463 0.27749204
 0.28223829 0.28722687 0.2888267  0.29044469 0.29208611 0.29375609
 0.29545962 0.29720158 0.29898678 0.29885868 0.298717   0.29856854
 0.29841986 0.29827727 0.29814691 0.2980347 ]","[0.01437358 0.01446011 0.01455126 0.01464569 0.01474219 0.01483975
 0.01493748 0.01503465 0.01483115 0.01463308 0.01443963 0.0142501
 0.01406391 0.01388057 0.01369966 0.01358317 0.01346522 0.01334578
 0.01322489 0.01310259 0.01297893 0.01285399 0.01278266 0.01270732
 0.01262818 0.01254544 0.01245932 0.01237005 0.01227787 0.01205546
 0.01183624 0.01162007 0.01140684 0.01119648 0.01098892 0.0107841
 0.01057852 0.01037601 0.01017651 0.00997999 0.00978641 0.00959577
 0.00940805 0.00924283 0.00907957 0.00891833 0.00875917 0.00860213
 0.00844725 0.00829458 0.00815719 0.00802215 0.00788946 0.00775912
 0.00763113 0.00750548 0.00738216 0.00723413 0.00708983 0.00694911
 0.00681181 0.00667779 0.00654693 0.00641911 0.00634474 0.00627203
 0.00620115 0.00613231 0.00606569 0.00600148 0.00593986 0.00580459
 0.00567456 0.00554947 0.00542907 0.00531312 0.00520143 0.0050938
 0.00505831 0.00502348 0.00498936 0.00495599 0.0049234  0.00489164
 0.00486071 0.00492505 0.00499148 0.0050603  0.0051318  0.00520625
 0.00528392 0.00536504 0.00537377 0.00538496 0.00539848 0.00541423
 0.00543213 0.00545209 0.00547407 0.00545253 0.00543324 0.00541606
 0.00540084 0.00538747 0.00537586 0.00536592]","[0.25535677 0.32398597 0.39294698 0.46218407 0.53164598 0.60128577
 0.67106064 0.7409317  0.81024958 0.87837405 0.94530379 1.0110403
 1.07558766 1.13895219 1.20114225 1.26230383 1.32258112 1.38197801
 1.44049959 1.49815203 1.5549424  1.61087863 1.66607973 1.7206562
 1.77460156 1.82791102 1.88058128 1.93261044 1.9839979  2.03453082
 2.08400141 2.13242452 2.17981554 2.22619027 2.27156488 2.31595585
 2.35938196 2.40186093 2.44340812 2.48403936 2.52377085 2.5626191
 2.60060086 2.63777595 2.67420316 2.70989651 2.74487006 2.77913784
 2.81271387 2.84561212 2.87787797 2.90955652 2.9406603  2.97120178
 3.00119334 3.03064727 3.05957576 3.08794967 3.11573895 3.14295555
 3.16961133 3.19571811 3.22128762 3.24633148 3.27095069 3.2952488
 3.31923856 3.34293293 3.36634513 3.38948868 3.41237741 3.43489982
 3.45694126 3.47851488 3.49963377 3.52031092 3.54055921 3.56039141
 3.57994553 3.59935759 3.61863331 3.63777814 3.65679733 3.6756959
 3.69447865 3.71333165 3.73245263 3.75185838 3.77156577 3.7915918
 3.81195365 3.83266872 3.85362491 3.87469669 3.89588573 3.91719403
 3.93862398 3.96017829 3.98186002 4.00360202 4.02533289 4.04705206
 4.06875942 4.09045532 4.11214054 4.13381628]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.00057556 0.00062415 0.00067307 0.00072231 0.00077188 0.00082178
 0.00087201 0.00092256 0.00107234 0.00122035 0.00136664 0.00151123
 0.00165413 0.00179537 0.00193495 0.00213913 0.00234196 0.0025434
 0.00274342 0.00294196 0.003139   0.00333449 0.00355078 0.00376584
 0.00397959 0.00419198 0.00440292 0.00461236 0.00482024 0.00499325
 0.00516334 0.00533054 0.00549487 0.00565636 0.00581503 0.0059709
 0.0061519  0.00632919 0.00650285 0.00667293 0.00683949 0.0070026
 0.00716231 0.00731274 0.00746036 0.0076052  0.00774731 0.00788671
 0.00802344 0.00815755 0.00829138 0.00842286 0.00855203 0.00867893
 0.0088036  0.00892607 0.00904638 0.00915256 0.00925679 0.00935913
 0.0094596  0.00955825 0.0096551  0.00975018 0.00983969 0.00992799
 0.0100151  0.01010105 0.01018586 0.01026957 0.0103522  0.01043657
 0.01051882 0.01059904 0.01067733 0.01075374 0.01082836 0.01090125
 0.01096746 0.01103318 0.01109841 0.01116314 0.0112274  0.01129118
 0.01135448 0.01140965 0.01146544 0.01152188 0.01157899 0.01163679
 0.01169531 0.01175457 0.01180017 0.01184582 0.01189153 0.01193731
 0.0119832  0.01202919 0.01207531 0.01214349 0.01221136 0.01227895
 0.01234629 0.01241339 0.01248028 0.01254696]","[0.02553568 0.0274487  0.02934269 0.03121804 0.03307519 0.03491466
 0.03673696 0.03854261 0.04170142 0.0447659  0.04774009 0.05062786
 0.05343287 0.05615862 0.05880842 0.06138557 0.06389786 0.06634784
 0.06873798 0.07107059 0.07334785 0.07557187 0.07910312 0.08257623
 0.08599235 0.08935259 0.09265805 0.09590981 0.09910896 0.10163723
 0.10410431 0.10651186 0.10886151 0.11115481 0.1133933  0.11557844
 0.11821127 0.12077466 0.12327073 0.12570153 0.12806905 0.1303752
 0.13262186 0.13477075 0.13687388 0.13893241 0.14094752 0.1429203
 0.14485186 0.14674326 0.14899906 0.15121052 0.15337891 0.15550545
 0.15759133 0.1596377  0.16164568 0.1640869  0.1664711  0.16880014
 0.17107578 0.17329974 0.17547365 0.17759908 0.17981564 0.18200749
 0.18417581 0.18632182 0.18844674 0.19055187 0.19263852 0.19475943
 0.1968273  0.19884428 0.20081238 0.20273359 0.20460976 0.20644269
 0.20881636 0.21117956 0.21353284 0.21587674 0.21821175 0.22053836
 0.22285703 0.22595667 0.22912398 0.23236128 0.23567102 0.23905578
 0.24251826 0.24606132 0.24970619 0.25336486 0.25703841 0.26072793
 0.26443456 0.26815945 0.27190377 0.27553721 0.27916544 0.28278954
 0.2864106  0.29002977 0.29364822 0.29726719]","[0.94386486 1.01759395 1.09084485 1.16362365 1.23594085 1.30780893
 1.37924137 1.45025221 1.50303548 1.55458396 1.60493817 1.65413727
 1.70221903 1.74921986 1.7951748  1.84413967 1.89226427 1.93957037
 1.98607887 2.03180985 2.0767826  2.12101569 2.1677409  2.21373782
 2.25902389 2.30361635 2.34753223 2.39078836 2.43340137 2.46913434
 2.50400612 2.53803941 2.57125624 2.60367801 2.63532551 2.66621893
 2.69646194 2.72596567 2.75475257 2.78284434 2.81026199 2.83702588
 2.8631557  2.8899139  2.91611743 2.94178091 2.96691857 2.99154426
 3.01567146 3.03931331 3.06340386 3.08708042 3.11035487 3.13323876
 3.15574328 3.17787932 3.19965744 3.2198699  3.23966312 3.2590485
 3.27803712 3.29663969 3.31486661 3.33272797 3.35285372 3.3728344
 3.39268547 3.41242319 3.4320646  3.45162769 3.4711315  3.48691294
 3.50239616 3.51759334 3.53251639 3.54717693 3.56158637 3.57575586
 3.59334678 3.61087676 3.62834804 3.6457628  3.6631232  3.68043131
 3.69768919 3.72023284 3.74327997 3.76684802 3.79095529 3.81562098
 3.84086526 3.8667093  3.88931965 3.91206626 3.93495595 3.95799577
 3.98119302 4.00455525 4.02809029 4.04975082 4.07138859 4.09300971
 4.11462051 4.13622756 4.15783768 4.17945797]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
6762480442215.811,"[98.78582924 98.71209282 98.63881964 98.56600339 98.49363352 98.42169755
 98.35018207 98.2790731  98.22620509 98.17456242 98.12410499 98.07479407
 98.02659227 97.97946359 97.93337336 97.88425314 97.83596505 97.78848765
 97.74180031 97.69588326 97.65071745 97.60628461 97.55933809 97.5131131
 97.46759244 97.42275911 97.37859631 97.33508744 97.29221607 97.25625849
 97.22115981 97.18689759 97.15345002 97.12079592 97.0889147  97.05778638
 97.02730706 96.99756639 96.96854208 96.94021258 96.91255699 96.88555509
 96.8591873  96.8321797  96.80572635 96.77981276 96.75442479 96.72954869
 96.70517106 96.68127885 96.65692812 96.63299091 96.60945539 96.58631007
 96.5635438  96.54114573 96.51910533 96.49864492 96.47860485 96.45897372
 96.43974052 96.42089456 96.40242546 96.38432316 96.36392205 96.34366403
 96.32353349 96.30351401 96.28358835 96.26373832 96.24394466 96.22792525
 96.2122055  96.19677315 96.18161624 96.16672307 96.15208217 96.13768231
 96.11980192 96.10198015 96.08421477 96.06650357 96.04884443 96.03123524
 96.01367394 95.99072991 95.96726936 95.94327439 95.9187262  95.89360505
 95.86789025 95.84156003 95.81852037 95.79533785 95.77200548 95.74851603
 95.72486203 95.70103575 95.67702914 95.65493075 95.63285179 95.61078605
 95.5887271  95.56666824 95.54460252 95.52252273]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.91832918 0.90847068 0.89882634 0.88946306 0.88040409 0.87165711
 0.86322248 0.85509674 0.82888112 0.80380865 0.77982364 0.756872
 0.73490178 0.71386332 0.69370932 0.67825553 0.66339511 0.64909656
 0.63533009 0.62206759 0.60928253 0.59694994 0.58682944 0.57694578
 0.56729468 0.55787192 0.54867338 0.53969505 0.53093301 0.51695871
 0.50343061 0.49033038 0.47764062 0.46534484 0.45342741 0.44187347
 0.43026826 0.41902881 0.4081429  0.39759874 0.38738493 0.37749044
 0.36790465 0.35985668 0.35202105 0.34439211 0.33696436 0.32973243
 0.32269111 0.31583531 0.30966103 0.3036696  0.29785531 0.29221262
 0.28673619 0.28142087 0.27626167 0.2696181  0.26320198 0.25700283
 0.25101081 0.24521667 0.23961169 0.23418766 0.23134525 0.22863696
 0.22606505 0.2236323  0.22134199 0.21919803 0.21720495 0.21173946
 0.20651086 0.20150843 0.19672218 0.19214282 0.18776165 0.1835706
 0.18254655 0.18156507 0.18062408 0.17972166 0.17885603 0.17802554
 0.17722866 0.18089326 0.18467016 0.18856442 0.19258139 0.19672671
 0.20100635 0.20542662 0.20621439 0.2070559  0.20795225 0.20890459
 0.20991419 0.21098245 0.21211084 0.21142195 0.21077768 0.21017916
 0.20962763 0.20912439 0.20867081 0.20826837]","[0.02553568 0.04036609 0.05418134 0.06697691 0.07879162 0.08967737
 0.09969009 0.10888613 0.11868075 0.12729206 0.13481767 0.14134925
 0.14697242 0.15176682 0.1558063  0.15906869 0.16178585 0.16400682
 0.16577687 0.16713773 0.16812781 0.16878244 0.1703918  0.17166471
 0.17262907 0.17331088 0.1737343  0.17392182 0.17389431 0.17317953
 0.1722173  0.17103382 0.16965317 0.16809742 0.16638683 0.16453999
 0.16303242 0.161365   0.15955701 0.15762616 0.15558868 0.15345946
 0.15125208 0.14893751 0.14660228 0.1442526  0.14189413 0.13953201
 0.13717093 0.13481512 0.13285142 0.13087625 0.12889472 0.12691149
 0.12493076 0.12295631 0.12099157 0.11952381 0.11799054 0.11640192
 0.11476717 0.11309464 0.11139187 0.1096657  0.10803195 0.10643927
 0.1048881  0.10337888 0.10191212 0.10048839 0.09910831 0.0978649
 0.09656416 0.09521609 0.09382972 0.09241323 0.09097402 0.08951873
 0.08858805 0.08769523 0.08683886 0.08601757 0.08523004 0.08447499
 0.08375119 0.08378414 0.0839412  0.08421785 0.08461006 0.08511431
 0.08572758 0.08644726 0.08734649 0.08821035 0.08904319 0.0898491
 0.09063192 0.09139532 0.09214273 0.09275561 0.09330981 0.09381115
 0.09426507 0.09467673 0.09505098 0.09539241]","[0.94386486 0.94883677 0.95300768 0.95643997 0.95919571 0.96133448
 0.96291257 0.96398287 0.94756187 0.93110072 0.91464131 0.89822125
 0.88187421 0.86563014 0.84951562 0.83732422 0.82518096 0.81310338
 0.80110696 0.78920532 0.77741034 0.76573238 0.75722124 0.74861049
 0.73992375 0.7311828  0.72240768 0.71361687 0.70482732 0.69013823
 0.67564791 0.6613642  0.64729378 0.63344226 0.61981424 0.60641346
 0.59330068 0.58039381 0.56769991 0.5552249  0.54297361 0.5309499
 0.51915673 0.50879419 0.49862334 0.48864472 0.47885849 0.46926445
 0.45986204 0.45065042 0.44251245 0.43454585 0.42675003 0.41912411
 0.41166695 0.40437718 0.39725324 0.38914191 0.38119252 0.37340475
 0.36577798 0.35831131 0.35100356 0.34385336 0.3393772  0.33507623
 0.33095315 0.32701117 0.32325411 0.31968642 0.31631327 0.30960436
 0.30307502 0.29672451 0.2905519  0.28455605 0.27873567 0.27308933
 0.2711346  0.2692603  0.26746294 0.26573923 0.26408607 0.26250053
 0.26097984 0.2646774  0.26861137 0.27278227 0.27719145 0.28184102
 0.28673392 0.29187388 0.29356088 0.29526626 0.29699544 0.29875368
 0.30054612 0.30237777 0.30425357 0.30417756 0.30408749 0.30399032
 0.30389271 0.30380112 0.30372179 0.30366079]","[0.01437358 0.01446011 0.01455129 0.01464576 0.01474237 0.01484009
 0.01493806 0.01503553 0.01483232 0.0146346  0.01444154 0.01425247
 0.01406678 0.01388399 0.01370368 0.0135879  0.01347073 0.01335214
 0.01323215 0.01311079 0.01298814 0.01286425 0.0127941  0.01272001
 0.01264215 0.01256073 0.01247597 0.0123881  0.01229734 0.01207588
 0.0118576  0.01164238 0.0114301  0.01122067 0.01101402 0.01081011
 0.01060544 0.01040382 0.0102052  0.01000953 0.00981679 0.00962696
 0.00944003 0.00927564 0.00911321 0.00895277 0.00879439 0.00863811
 0.00848397 0.00833202 0.00819541 0.00806114 0.0079292  0.0077996
 0.00767232 0.00754737 0.00742474 0.00727711 0.00713321 0.00699286
 0.00685593 0.00672226 0.00659172 0.00646421 0.00639057 0.00631858
 0.00624843 0.00618033 0.00611445 0.00605099 0.00599014 0.00585478
 0.00572467 0.0055995  0.00547903 0.00536303 0.00525128 0.0051436
 0.0051089  0.00507486 0.00504152 0.00500893 0.00497713 0.00494614
 0.00491599 0.00498244 0.00505105 0.00512212 0.00519595 0.0052728
 0.00535295 0.00543664 0.00544673 0.00545931 0.00547426 0.00549147
 0.00551087 0.00553237 0.00555591 0.0055352  0.00551677 0.00550046
 0.00548613 0.00547367 0.00546299 0.00545399]","[0.25535677 0.32398614 0.39294832 0.46218857 0.53165652 0.6013061
 0.67109529 0.74098593 0.81032837 0.87848188 0.94544547 1.01122092
 1.07581252 1.13922678 1.20147222 1.26269538 1.32304099 1.38251303
 1.44111665 1.49885803 1.55574429 1.61178333 1.66709466 1.72178922
 1.77586049 1.82930355 1.88211499 1.93429281 1.98583629 2.03653111
 2.08616798 2.13476161 2.1823272  2.22888042 2.27443726 2.31901402
 2.36262933 2.40530074 2.44704342 2.48787302 2.52780556 2.56685738
 2.60504503 2.64242859 2.67906707 2.71497432 2.75016423 2.78465068
 2.81844753 2.8515686  2.88405946 2.91596542 2.94729888 2.97807216
 3.00829753 3.03798717 3.06715313 3.0957657  3.12379421 3.15125046
 3.17814624 3.20449326 3.23030312 3.25558738 3.28044815 3.30499017
 3.32922617 3.35316911 3.37683221 3.40022899 3.42337334 3.44615192
 3.46844816 3.49027523 3.51164621 3.53257411 3.5530718  3.57315208
 3.59295503 3.61261876 3.63214895 3.65155103 3.67083019 3.68999143
 3.70903955 3.72816378 3.74756529 3.76726116 3.78726854 3.80760472
 3.82828721 3.84933374 3.87063011 3.89204839 3.91359029 3.93525784
 3.95705347 3.97897994 4.00104039 4.02316631 4.04528486 4.06739545
 4.08949795 4.11159269 4.13368047 4.15576248]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.00057556 0.00062415 0.00067307 0.00072231 0.00077188 0.00082178
 0.00087201 0.00092257 0.00107235 0.00122038 0.00136669 0.0015113
 0.00165423 0.00179549 0.00193511 0.00213936 0.00234227 0.00254381
 0.00274393 0.0029426  0.00313978 0.00333543 0.00355191 0.00376718
 0.00398117 0.00419381 0.00440504 0.00461479 0.00482299 0.0049963
 0.0051667  0.00533423 0.0054989  0.00566074 0.00581978 0.00597603
 0.00615748 0.00633525 0.00650939 0.00667997 0.00684704 0.00701067
 0.00717092 0.00732187 0.00747003 0.00761543 0.0077581  0.00789808
 0.0080354  0.0081701  0.00830456 0.00843668 0.0085665  0.00869406
 0.0088194  0.00894255 0.00906355 0.00917035 0.00927523 0.0093782
 0.00947932 0.00957862 0.00967613 0.00977189 0.00986204 0.00995099
 0.01003876 0.01012538 0.01021087 0.01029527 0.0103786  0.01046369
 0.01054666 0.01062761 0.01070662 0.01078375 0.01085908 0.01093267
 0.01099954 0.01106592 0.01113182 0.01119724 0.01126218 0.01132666
 0.01139068 0.01144648 0.01150293 0.01156005 0.01161787 0.0116764
 0.01173567 0.01179571 0.01184192 0.01188819 0.01193454 0.01198097
 0.01202751 0.01207417 0.01212098 0.01219018 0.01225909 0.01232772
 0.01239611 0.01246428 0.01253224 0.01260001]","[0.02553568 0.02744889 0.02934347 0.03121979 0.03307831 0.03491954
 0.03674398 0.03855216 0.0417161  0.04478624 0.04776659 0.050661
 0.05347309 0.05620634 0.05886403 0.06144942 0.06397031 0.06642924
 0.06882865 0.07117083 0.07345797 0.07569212 0.07924039 0.08273102
 0.08616515 0.08954386 0.09286823 0.09613935 0.09935825 0.10190265
 0.10438602 0.10681001 0.10917623 0.11148622 0.1137415  0.11594351
 0.11859728 0.12118163 0.12369866 0.12615041 0.12853885 0.13086589
 0.13313339 0.13530267 0.1374262  0.13950516 0.14154069 0.14353389
 0.14548586 0.14739764 0.14967828 0.15191456 0.15410774 0.15625904
 0.15836965 0.16044071 0.16247335 0.16494508 0.16735958 0.1697187
 0.17202421 0.17427783 0.17648117 0.17863582 0.18088328 0.18310613
 0.18530556 0.18748278 0.18963904 0.19177562 0.19389387 0.19604731
 0.19814733 0.20019607 0.20219556 0.20414779 0.20605463 0.2079179
 0.21033127 0.21273445 0.215128   0.21751245 0.21988831 0.22225606
 0.22461616 0.22777176 0.2309968  0.2342937  0.23766496 0.24111324
 0.24464131 0.2482521  0.25196732 0.25569726 0.25944303 0.26320576
 0.26698661 0.27078674 0.27460738 0.27831553 0.28201904 0.28571897
 0.28941644 0.29311263 0.29680873 0.30050599]","[0.94386486 1.01760128 1.09087446 1.16369071 1.23606058 1.30799655
 1.37951203 1.450621   1.50348901 1.55513168 1.60558911 1.65490003
 1.70310183 1.75023051 1.79632074 1.84544096 1.89372905 1.94120645
 1.98789379 2.03381085 2.07897665 2.12340949 2.17035601 2.216581
 2.26210166 2.30693499 2.35109779 2.39460666 2.43747803 2.47343562
 2.50853429 2.54279651 2.57624408 2.60889818 2.6407794  2.67190772
 2.70238704 2.73212771 2.76115202 2.78948152 2.81713711 2.84413901
 2.8705068  2.8975144  2.92396775 2.94988134 2.97526931 3.00014541
 3.02452304 3.04841525 3.07276598 3.09670319 3.12023871 3.14338403
 3.1661503  3.18854837 3.21058877 3.23104918 3.25108926 3.27072038
 3.28995358 3.30879954 3.32726864 3.34537094 3.36577205 3.38603007
 3.40616062 3.42618009 3.44610575 3.46595578 3.48574944 3.50176885
 3.51748861 3.53292095 3.54807786 3.56297103 3.57761193 3.59201179
 3.60989218 3.62771395 3.64547933 3.66319053 3.68084967 3.69845887
 3.71602016 3.7389642  3.76242474 3.78641971 3.8109679  3.83608905
 3.86180385 3.88813407 3.91117373 3.93435625 3.95768862 3.98117807
 4.00483207 4.02865835 4.05266496 4.07476335 4.09684232 4.11890805
 4.140967   4.16302586 4.18509158 4.20717137]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
